Polar Representation Log
n=10, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.1, indpb=0.2, seed=42
================================================================================

Gen 69: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.106414,0.127381), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 70: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.106414,0.127381), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 71: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.106414,0.127381), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 72: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.106414,0.127381), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 73: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 74: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 75: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 76: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 77: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 78: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
