Boundary Representation Log
n=25, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.2, indpb=0.2, seed=12369
================================================================================

Gen 30: [(0.162489,0.986710), (-0.973538,0.228527), (0.562889,-0.826532), (0.938645,-0.344885), (0.616195,0.787593), (-0.988756,-0.149536), (0.992683,-0.120754), (-0.998906,-0.046760), (0.323429,-0.946253), (0.973780,-0.227493), (-0.365264,-0.930904), (0.999910,0.013445), (0.939395,0.342837), (-0.475905,0.879497), (-0.657652,0.753321), (0.869778,0.493443), (0.760465,-0.649379), (-0.203354,0.979105), (0.832479,-0.554057), (-0.937027,-0.349256), (-0.578157,-0.815925), (-0.850820,-0.525457), (0.297176,0.954823), (-0.972994,-0.230830), (0.414478,0.910059)]
Gen 31: [(-0.897094,-0.441840), (0.976821,0.214057), (-0.323849,-0.946109), (0.938645,-0.344885), (0.993730,-0.111806), (-0.988756,-0.149536), (0.520325,0.853969), (-0.998906,-0.046760), (0.323429,-0.946253), (-0.358641,0.933476), (-0.617794,-0.786340), (0.999910,0.013445), (0.208016,0.978125), (-0.475905,0.879497), (-0.953360,0.301835), (0.499945,-0.866057), (0.760465,-0.649379), (-0.203354,0.979105), (0.832479,-0.554057), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (-0.436746,-0.899585), (0.747382,0.664395), (0.414478,0.910059)]
Gen 32: [(0.152005,0.988380), (0.976821,0.214057), (0.015055,0.999887), (0.938645,-0.344885), (-0.950265,-0.311442), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.899058,-0.437829), (0.973780,-0.227493), (0.920834,0.389956), (-0.076191,0.997093), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.760465,-0.649379), (-0.203354,0.979105), (-0.773947,0.633250), (-0.994876,0.101102), (-0.864881,0.501976), (-0.731634,-0.681697), (-0.436746,-0.899585), (0.747382,0.664395), (-0.611822,-0.790995)]
Gen 33: [(-0.404729,-0.914437), (-0.973538,0.228527), (0.410331,0.911937), (0.938645,-0.344885), (-0.479188,-0.877712), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.899058,-0.437829), (0.131347,-0.991337), (0.920834,0.389956), (-0.332001,0.943279), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.760465,-0.649379), (-0.203354,0.979105), (-0.773947,0.633250), (-0.161419,-0.986886), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (-0.972994,-0.230830), (0.550967,0.834527)]
Gen 34: [(-0.404729,-0.914437), (-0.973538,0.228527), (-0.667747,-0.744389), (0.938645,-0.344885), (-0.950265,-0.311442), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.899058,-0.437829), (0.973780,-0.227493), (0.920834,0.389956), (0.999910,0.013445), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (-0.902179,0.431362), (0.760465,-0.649379), (-0.203354,0.979105), (-0.773947,0.633250), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (0.747382,0.664395), (-0.846051,0.533103)]
Gen 35: [(-0.404729,-0.914437), (-0.973538,0.228527), (-0.667747,-0.744389), (0.938645,-0.344885), (-0.950265,-0.311442), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.899058,-0.437829), (0.973780,-0.227493), (0.920834,0.389956), (0.999910,0.013445), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (-0.902179,0.431362), (0.760465,-0.649379), (-0.203354,0.979105), (-0.773947,0.633250), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (0.747382,0.664395), (-0.846051,0.533103)]
Gen 36: [(0.152005,0.988380), (-0.973538,0.228527), (-0.323849,-0.946109), (0.938645,-0.344885), (0.993730,-0.111806), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.899058,-0.437829), (0.975771,-0.218796), (0.920834,0.389956), (0.655352,-0.755324), (-0.926296,0.376796), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.836330,-0.548226), (-0.203354,0.979105), (-0.773947,0.633250), (-0.994876,0.101102), (0.760521,0.649314), (-0.731634,-0.681697), (-0.436746,-0.899585), (-0.032988,0.999456), (0.414478,0.910059)]
Gen 37: [(-0.897094,-0.441840), (-0.973538,0.228527), (-0.323849,-0.946109), (0.938645,-0.344885), (-0.479188,-0.877712), (-0.988756,-0.149536), (0.324334,-0.945943), (-0.998906,-0.046760), (0.993685,0.112204), (0.975771,-0.218796), (0.920834,0.389956), (-0.332001,0.943279), (-0.926296,0.376796), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.836330,-0.548226), (-0.203354,0.979105), (-0.773947,0.633250), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (0.747382,0.664395), (0.414478,0.910059)]
Gen 38: [(0.152005,0.988380), (-0.973538,0.228527), (0.410331,0.911937), (0.938645,-0.344885), (0.993730,-0.111806), (-0.988756,-0.149536), (0.324334,-0.945943), (0.612669,0.790340), (0.899058,-0.437829), (0.170656,-0.985331), (0.920834,0.389956), (0.655352,-0.755324), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.760465,-0.649379), (-0.203354,0.979105), (0.832479,-0.554057), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (-0.032988,0.999456), (-0.888445,0.458983)]
Gen 39: [(0.152005,0.988380), (-0.973538,0.228527), (0.410331,0.911937), (0.938645,-0.344885), (0.993730,-0.111806), (-0.988756,-0.149536), (0.324334,-0.945943), (0.612669,0.790340), (0.899058,-0.437829), (0.170656,-0.985331), (0.920834,0.389956), (0.655352,-0.755324), (0.039854,-0.999206), (-0.475905,0.879497), (-0.657652,0.753321), (0.499945,-0.866057), (0.760465,-0.649379), (-0.203354,0.979105), (0.832479,-0.554057), (-0.994876,0.101102), (-0.794120,-0.607761), (-0.731634,-0.681697), (0.297176,0.954823), (-0.032988,0.999456), (-0.888445,0.458983)]
