Boundary Representation Log
n=5, generations=200, population=200
crossover_prob=0.7, mutation_prob=0.2, indpb=0.2, seed=42
================================================================================

Gen 39: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 40: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 41: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 42: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 43: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 44: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.833893,0.551925), (-0.984778,0.173816)]
Gen 45: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 46: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 47: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 48: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 49: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 50: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 51: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 52: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 53: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 54: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 55: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 56: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 57: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 58: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 59: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.838104,0.545510), (-0.984778,0.173816)]
Gen 60: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 61: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 62: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 63: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 64: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 65: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 66: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 67: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803526,-0.595269), (0.848011,0.529978), (-0.984778,0.173816)]
Gen 68: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 69: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 70: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 71: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 72: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 73: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 74: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 75: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 76: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 77: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 78: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 79: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 80: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 81: [(-0.286442,-0.958098), (-0.367703,0.929943), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 82: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 83: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 84: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 85: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 86: [(-0.286442,-0.958098), (-0.367703,0.929943), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 87: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.848011,0.529978), (-0.999570,-0.029324)]
Gen 88: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 89: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 90: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 91: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 92: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 93: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 94: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 95: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 96: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 97: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 98: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 99: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 100: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 101: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 102: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 103: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 104: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 105: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 106: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 107: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 108: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 109: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 110: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 111: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 112: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 113: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 114: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 115: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 116: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 117: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 118: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 119: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 120: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 121: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 122: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 123: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 124: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
